LOCATION_GROUP,LOCATION_TYPE,LOCATION_CODE,LOCATION,LONGITUDE,LATITUDE
Yesil Alan,ParkBahceler,032-Beyoglu Park ve Bahceler,BEYOĞLU,28.993936,41.042018
Yesil Alan,ParkBahceler,032-Kumburgaz Park ve Bahceler,BÜYÜKÇEKMECE,28.467882,41.039926
Yesil Alan,ParkBahceler,032-Fatih Park ve Bahceler,FATİH,28.923518,41.02191
Yesil Alan,ParkBahceler,032-Kucukyali Park ve Bahceler,MALTEPE,29.10161,40.947455
Yesil Alan,ParkBahceler,032-Maltepe Park ve Bahceler,MALTEPE,29.12711,40.920351
Yesil Alan,ParkBahceler,032-Umraniye Park ve Bahceler,ÜMRANİYE,29.162854,41.012238
Diger,AnadoluMeydan,018-Buyukada Meydan,ADALAR,29.12765,40.874414
Diger,AnadoluMeydan,018-Beykoz Kanlica Sahil,BEYKOZ,29.065925,41.099739
Diger,AnadoluMeydan,018-Kartal Koprusu,KARTAL,29.211692,40.907168
Diger,AnadoluMeydan,018-Cekmekoy Yusuf Cebir Merkez Camii,ÇEKMEKÖY,29.228481,41.030559
Diger,AnadoluMeydan,018-Umraniye Dudullu Meydan,ÜMRANİYE,29.163593,41.01637
Diger,AnadoluMeydan,018-Camlica Tepesi,ÜSKÜDAR,29.0679,41.027407
Diger,AnadoluMeydan,018-Uskudar Harem Sahil Yolu,ÜSKÜDAR,29.011697,41.01211
Diger,AnadoluMeydan,018-Uskudar Kisikli Meydan,ÜSKÜDAR,29.063421,41.021925
Diger,AnadoluMeydan,018-Uskudar Kuleli Sahil,ÜSKÜDAR,29.052767,41.060221
Diger,AnadoluMeydan,018-Uskudar Kuzguncuk Sahilyolu,ÜSKÜDAR,29.008546,41.023753
Diger,AnadoluMeydan,018-Uskudar Salacak Sahilyolu,ÜSKÜDAR,29.008469,41.024939
Diger,AnadoluMeydan,018-Agva Sahil,ŞİLE,29.850241,41.137578
Diger,AnadoluMeydan,018-Sile Sahil,ŞİLE,29.607902,41.175735
Diger,AvrupaMeydan,018-Arnavutkoy Meydan,ARNAVUTKÖY,28.742378,41.182499
Diger,AvrupaMeydan,018-Bakirkoy Meydan,BAKIRKÖY,28.873867,40.980883
Diger,AvrupaMeydan,018-Bagcilar Meydan,BAĞCILAR,28.856627,41.034462
Diger,AvrupaMeydan,018-Basaksehir Metrokent Meydan,BAŞAKŞEHİR,28.801259,41.107504
Diger,AvrupaMeydan,018-Beyoglu Tunel Meydan,BEYOĞLU,28.977381,41.033458
Diger,AvrupaMeydan,018-Besiktas Meydan,BEŞİKTAŞ,29.007688,41.04247
Diger,AvrupaMeydan,071-M2 Metro Levent Istasyon Girisi,BEŞİKTAŞ,29.014387,41.075955
Diger,AvrupaMeydan,018-Buyukcekmece Meydan,BÜYÜKÇEKMECE,28.578171,41.020364
Diger,AvrupaMeydan,018-Eyupsultan Meydan,EYÜPSULTAN,28.932804,41.046441
Diger,AvrupaMeydan,018-Beyazit Meydan,FATİH,28.966779,41.009197
Diger,AvrupaMeydan,018-Capa Hastane Onu Caddesi,FATİH,28.932981,41.015653
Diger,AvrupaMeydan,018-Eminonu Divan Yolu,FATİH,28.974665,41.010948
Diger,AvrupaMeydan,018-Eminonu Meydan,FATİH,28.970257,41.017572
Diger,AvrupaMeydan,018-Sarachane Meydan,FATİH,28.954862,41.014324
Diger,AvrupaMeydan,018-Cemberlitas Meydan,FATİH,28.97119,41.008944
Diger,AvrupaMeydan,018-Fatih Kumkapi Balik Hali Guvenlik,FATİH,28.962793,41.002499
Diger,AvrupaMeydan,018-Fatih Vezneciler Meydan,FATİH,28.959206,41.012147
Diger,AvrupaMeydan,071-M2 Metro Halic Unkapani Istasyon Girisi,FATİH,28.963904,41.020371
Diger,AvrupaMeydan,018-Kagithane Sanayi Mahallesi,KAĞITHANE,29.005354,41.090741
Diger,AvrupaMeydan,018-Kucukcekmece Cennet Yuruyus Yolu,KÜÇÜKÇEKMECE,28.780627,40.988449
Diger,AvrupaMeydan,018-Kucukcekmece Mimar Sinan Koprusu,KÜÇÜKÇEKMECE,28.769932,40.988205
Diger,AvrupaMeydan,018-Sariyer Yenikoy Sahil,SARIYER,29.06723,41.128563
Diger,AvrupaMeydan,070-Sariyer Uskumru Koyu Meydan,SARIYER,29.022427,41.219842
Diger,AvrupaMeydan,071-M2 Metro Haciosman Istasyon Girisi,SARIYER,29.030243,41.139893
Diger,AvrupaMeydan,071-M2 Metro Itu Istasyon Girisi,SARIYER,29.020786,41.108143
Diger,AvrupaMeydan,071-M2 Metro Itu Otobus Duraklari Istasyon Girisi,SARIYER,29.020163,41.10805
Diger,AvrupaMeydan,018-Silivri Ugur Mumcu Meydani,SİLİVRİ,28.246197,41.074007
Diger,Arge,066-Deneyap Cem Karaca Kultur Merkezi,BAKIRKÖY,28.880827,40.980333
Diger,Arge,066-Deneyap Adem Basturk Kultur Merkezi,ESENLER,28.883806,41.040454
Diger,Arge,066-Deneyap Pendik Dolayoba,PENDİK,29.237803,41.053157
Diger,Arge,066-Deneyap Sariyer Kultur Merkezi,SARIYER,29.051827,41.124858
Diger,Arge,Default,İSTANBUL,0,0
Diger,Arge,EXTENDED,İSTANBUL,0,0
Diger,Arge,ISTANBUL-841,İSTANBUL,0,0
Diger,Cadde,017-Atakoy Eski Cinar Sokak,BAKIRKÖY,28.85035,40.98367
Diger,Cadde,017-Levent Akcam Caddesi,BEŞİKTAŞ,29.011161,41.085842
Diger,Cadde,017-Fatih Fevzi Pasa Caddesi,FATİH,28.951006,41.01654
Diger,Cadde,017-Sariyer Istinye Caddesi,SARIYER,29.057043,41.115098
Diger,Cadde,017-Umraniye Alemdag Caddesi,ÜMRANİYE,29.091653,41.025299
Diger,Garaj,IETT Garaj-Anadolu-In,ATAŞEHİR,29.075875,40.584511
Diger,Garaj,IETT Garaj-Anadolu-Out,ATAŞEHİR,29.075875,40.584511
Diger,Garaj,IETT Garaj-Edirnekapi-In,FATİH,28.554263,41.014308
Diger,Garaj,IETT Garaj-Ikitelli-In,KÜÇÜKÇEKMECE,28.472931,41.0331
Diger,Garaj,IETT Garaj-Ayazaga-In,ŞİŞLİ,28.584545,41.063972
Diger,Garaj,IETT Garaj-Ayazaga-Out,ŞİŞLİ,28.584545,41.063972
Diger,Kamp,029-Florya Cocuk Destek Merkezi,BAKIRKÖY,28.807947,40.96219
Diger,Kamp,029-Florya Engelliler Kampi,BAKIRKÖY,28.812574,40.960154
Diger,Kamp,029-Sile Engelliler Kampi,ŞİLE,29.471361,41.187223
Diger,KongreMerkezi,010-Sisli Istanbul Kongre Merkezi,ŞİŞLİ,28.988284,41.045555
Diger,Otel,023-Florya Lem Otel,BAKIRKÖY,28.787062,40.972466
Diger,Otel,023-Zeytinburnu Sosyal Tesisleri,ZEYTİNBURNU,28.906268,40.984978
Diger,Peron,IETT Peron-Ambarli,AVCILAR,28.420612,40.59018
Diger,Peron,IETT Peron-Tuyap,BEYLİKDÜZÜ,28.373089,41.012012
Diger,Peron,IETT Peron-Besiktas,BEŞİKTAŞ,29.002778,41.023168
Diger,Peron,IETT Peron-Kadikoy,KADIKÖY,29.012772,40.593731
Diger,Peron,IETT Peron-SogutluCesme,KADIKÖY,24.021632,40.592927
Diger,Peron,IETT Peron-Kartal-In,KARTAL,29.123026,40.542077
Diger,Peron,IETT Peron-Kartal-Out,KARTAL,29.123026,40.542077
Diger,Peron,IETT Peron-Haciosman,SARIYER,29.015078,41.082386
Diger,Peron,IETT Peron-Zincirlikuyu,ŞİŞLİ,29.004982,41.03593
Diger,Terminal,026-Esenler Otogar Guvenlik Ofisi,ESENLER,28.893607,41.040117
Diger,Terminal,026-Esenler Otogar IBB Genclik Ofisi,ESENLER,28.89344,41.039329
Diger,Terminal,026-Esenler Otogar Yonetim Binasi,ESENLER,28.893607,41.040117
Diger,Terminal,026-Esenler Otogari Istanbul Gonulluleri Ofisi,ESENLER,28.896005,41.041025
Diger,Terminal,026-Alibeykoy Cep Otogar,EYÜPSULTAN,28.944987,41.087819
Diger,Universite,063-Medeniyet Universitesi,KADIKÖY,29.063174,40.995377












































































































Hizmet Binasi,Bina,001-IBB Yenibosna BeyazMasa,BAHÇELİEVLER,28.81876,41.012851
Hizmet Binasi,Bina,001-Yenibosna Kadin Kordinasyon,BAHÇELİEVLER,28.830424,40.989982
Hizmet Binasi,Bina,001-Bayrampasa Kentsel Donusum,BAYRAMPAŞA,28.903428,41.045784
Hizmet Binasi,Bina,ISADEM-Bagcilar,BAĞCILAR,28.857501,41.0251
Hizmet Binasi,Bina,ISBAK-Piyalepasa Tunel Yonetim,BEYOĞLU,28.968634,41.054595
Hizmet Binasi,Bina,059-Buyukcekmece Mezarliklar,BÜYÜKÇEKMECE,28.646075,41.014139
Hizmet Binasi,Bina,001-Edirnekapi Ilaclama,EYÜPSULTAN,28.927331,41.029579
Hizmet Binasi,Bina,001-Edirnekapi Ruhsat Denetim,EYÜPSULTAN,28.929505,41.027026
Hizmet Binasi,Bina,ISTTELKOM-Edirnekapi Telsiz Birimi,EYÜPSULTAN,28.927548,41.030693
Hizmet Binasi,Bina,060-Edirnekapi Trafik,EYÜPSULTAN,28.928432,41.030349
Hizmet Binasi,Bina,ISADEM-Fatih,FATİH,28.939961,41.019943
Hizmet Binasi,Bina,MEDYA A.S-Genel Mudurluk,FATİH,28.957105,41.016189
Hizmet Binasi,Bina,059-Besyuzevler Mezarliklar,GAZİOSMANPAŞA,28.883214,41.074559
Hizmet Binasi,Bina,ISADEM-Gungoren,GÜNGÖREN,28.878635,41.021308
Hizmet Binasi,Bina,059-Kartal Soganlik Mezarliklar,KARTAL,29.21064,40.918029
Hizmet Binasi,Bina,060-Kartal Trafik,KARTAL,29.187576,40.911826
Hizmet Binasi,Bina,061-Kartal Yol Bakim,KARTAL,29.186078,40.912097
Hizmet Binasi,Bina,ISBAK-Kagithane Tunel Santiyesi,KAĞITHANE,28.955722,41.065794
Hizmet Binasi,Bina,ISKI-Laboratuvar Binasi,KAĞITHANE,28.967527,41.086539
Hizmet Binasi,Bina,001-Kucukcekmece TEDES Merkezi,KÜÇÜKÇEKMECE,28.800275,41.000453
Hizmet Binasi,Bina,061-Maltepe Yol Bakim,MALTEPE,29.155126,40.934629
Hizmet Binasi,Bina,061-Sariyer Yol Bakim,SARIYER,29.025047,41.155494
Hizmet Binasi,Bina,IHE-Genel Mudurluk,SULTANGAZİ,28.880016,41.107693
Hizmet Binasi,Bina,ISADEM-Sultangazi,SULTANGAZİ,28.865871,41.108496
Hizmet Binasi,Bina,059-Silivri Mezarliklar,SİLİVRİ,28.256463,41.10142
Hizmet Binasi,Bina,059-Catalca Mezarliklar,ÇATALCA,28.449979,41.148388
Hizmet Binasi,Bina,061-Catalca Yol Bakim,ÇATALCA,28.453384,41.22773
Hizmet Binasi,Bina,001-Uskudar Evde Saglik Hizmetleri,ÜSKÜDAR,29.025121,41.014092
Hizmet Binasi,Bina,ISBAK-Selimiye Santiyesi,ÜSKÜDAR,29.020501,41.008659
Hizmet Binasi,Bina,059-Zincirlikuyu Mezarliklar Daire Baskanligi,ŞİŞLİ,29.015549,41.072546
Hizmet Binasi,Engelliler,003-Beyoglu Engelliler Mudurlugu,BEYOĞLU,28.978849,41.027168
Hizmet Binasi,Hal,004-Atasehir Meyve Sebze Hali,ATAŞEHİR,29.103195,40.979795
Hizmet Binasi,Hal,004-Bayrampasa Meyve Sebze Hali,BAYRAMPAŞA,28.886832,41.048746
Hizmet Binasi,Itfaiye,007-Avcilar Itfaiye,AVCILAR,28.712969,40.993533
Hizmet Binasi,Itfaiye,007-Bakirkoy Itfaiye,BAKIRKÖY,28.881608,40.987576
Hizmet Binasi,Itfaiye,007-Bagcilar Turgut Reis Itfaiye,BAĞCILAR,28.867145,41.064624
Hizmet Binasi,Itfaiye,007-Basaksehir Itfaiye,BAŞAKŞEHİR,28.800754,41.104023
Hizmet Binasi,Itfaiye,007-Sarachane Itfaiye Baskanligi,FATİH,28.953559,41.016067
Hizmet Binasi,Itfaiye,007-Gaziosmanpasa Itfaiye,GAZİOSMANPAŞA,28.893542,41.079145
Hizmet Binasi,Itfaiye,007-Gungoren Itfaiye,GÜNGÖREN,28.888523,41.016872
Hizmet Binasi,Itfaiye,007-Tuzla Itfaiye,TUZLA,29.293924,40.857485
Hizmet Binasi,Itfaiye,007-Anadolu Yakasi Itfaiye Mudurlugu,ÜSKÜDAR,29.0116,41.019857
Hizmet Binasi,Itfaiye,007-Agva Itfaiye,ŞİLE,29.856279,41.137286
Hizmet Binasi,PDM,PDM-Bayrampasa,BAYRAMPAŞA,28.909631,41.040002
Hizmet Binasi,PDM,PDM-Kartal,KARTAL,29.161383,40.905927
Hizmet Binasi,PTM,PDM-Atasehir,ATAŞEHİR,29.084831,40.989517
Hizmet Binasi,PTM,PDM-Sirinevler,BAHÇELİEVLER,28.848458,40.992708
Hizmet Binasi,PTM,PDM-Tuzla,TUZLA,29.328323,40.869157
Hizmet Binasi,Kres,068-Arnavutkoy Yuvamiz Istanbul,ARNAVUTKÖY,28.722242,41.196518
Hizmet Binasi,Kres,068-Avcilar Yuvamiz Istanbul,AVCILAR,28.70651,41.032128
Hizmet Binasi,Kres,068-Bahcelievler Karadeniz Mahallesi Yuvamiz Istanbul,BAHÇELİEVLER,28.843919,41.00718
Hizmet Binasi,Kres,068-Bahcelievler Zafer Mahallesi Yuvamiz Istanbul,BAHÇELİEVLER,28.835238,41.003374
Hizmet Binasi,Kres,068-Yenibosna Yuvamiz Istanbul,BAHÇELİEVLER,28.830691,40.989899
Hizmet Binasi,Kres,068-Basaksehir Yuvamiz Istanbul,BAŞAKŞEHİR,28.809977,41.086826
Hizmet Binasi,Kres,068-Kayasehir Yuvamiz Istanbul,BAŞAKŞEHİR,28.764007,41.100604
Hizmet Binasi,Kres,068-Beylikduzu Yuvamiz Istanbul,BEYLİKDÜZÜ,28.646562,40.97689
Hizmet Binasi,Kres,068-Beyoglu Ornektepe Yuvamiz Istanbul,BEYOĞLU,28.951475,41.058333
Hizmet Binasi,Kres,068-Esenyurt Yuvamiz Istanbul,ESENYURT,28.635608,41.067566
Hizmet Binasi,Kres,068-Gaziosmanpasa Barbaros Hayrettinpasa Yuvamiz Istanbul,GAZİOSMANPAŞA,28.922581,41.092457
Hizmet Binasi,Kres,068-Gungoren Yuvamiz Istanbul,GÜNGÖREN,28.876773,41.028627
Hizmet Binasi,Kres,068-Kartal Yuvamiz Istanbul,KARTAL,29.192541,40.899331
Hizmet Binasi,Kres,068-Kucukcekmece Yuvamiz Istanbul,KÜÇÜKÇEKMECE,28.782957,41.021926
Hizmet Binasi,Kres,068-Pendik Suluntepe Yuvamiz Istanbul,PENDİK,29.276456,40.9069
Hizmet Binasi,Kres,068-Pendik Yuvamiz Istanbul,PENDİK,29.260852,40.89157
Hizmet Binasi,Kres,068-Sancaktepe Yuvamiz Istanbul,SANCAKTEPE,29.245345,41.016063
Hizmet Binasi,Kres,068-Sultanbeyli Yuvamiz Istanbul,SULTANBEYLİ,29.255648,40.991018
Hizmet Binasi,Kres,068-Sultangazi Yuvamiz Istanbul,SULTANGAZİ,28.875391,41.105497
Hizmet Binasi,Kres,068-Silivri Alibey Yuvamiz Istanbul,SİLİVRİ,28.257453,41.092369
Hizmet Binasi,Kres,068-Silivri Selimpasa Yuvamiz Istanbul,SİLİVRİ,28.385422,41.054046
Hizmet Binasi,Zabita,009-Bayrampasa Hal Zabita,BAYRAMPAŞA,28.887552,41.05075
Hizmet Binasi,Zabita,009-Beylikduzu Zabita,BEYLİKDÜZÜ,28.645557,41.01478
Hizmet Binasi,Zabita,009-Kartal Zabita Tedbir,KARTAL,29.188153,40.912237
Ismek,Ismek,ISMEK-Bakirkoy,BAKIRKÖY,28.877398,40.979393
Kultur Merkezi,KulturMerkezi,012-Cem Karaca Kultur Merkezi,BAKIRKÖY,28.880556,40.980471
Kultur Merkezi,KulturMerkezi,012-Basaksehir Kultur Merkezi,BAŞAKŞEHİR,28.785539,41.104782
Kultur Merkezi,KulturMerkezi,012-Esenler Kadir Topbas Kultur Merkezi,ESENLER,28.882518,41.035633
Kultur Merkezi,KulturMerkezi,012-Alibeykoy IBB Orkestralar Sube Mudurlugu,EYÜPSULTAN,28.926066,41.083861
Kultur Merkezi,KulturMerkezi,012-Avrasya Gosteri ve Sanat Merkezi,FATİH,28.943655,40.998944
Kultur Merkezi,KulturMerkezi,013-Gaziosmanpasa Sehir Sahnesi,GAZİOSMANPAŞA,28.915911,41.057453
Kultur Merkezi,KulturMerkezi,012-Erdem Beyazit Kultur Merkezi,GÜNGÖREN,28.876948,41.028597
Kultur Merkezi,KulturMerkezi,012-15 Temmuz Sehitleri Konferans Salonu,KADIKÖY,29.054201,40.999001
Kultur Merkezi,KulturMerkezi,012-Bulent Ecevit Kultur Merkezi,KARTAL,29.196328,40.886349
Kultur Merkezi,KulturMerkezi,013-Yakacik Sanatci Yasam Evi,KARTAL,29.241427,40.90507
Kultur Merkezi,KulturMerkezi,012-Yahya Kemal Beyatli Kultur Merkezi,KÜÇÜKÇEKMECE,28.80303,41.030465
Kultur Merkezi,KulturMerkezi,013-Ikitelli Sehir Tiyatrolari Kostum Depo,KÜÇÜKÇEKMECE,28.803314,41.071511
Kultur Merkezi,KulturMerkezi,012-Sancaktepe Kadir Topbas Kultur Merkezi,SANCAKTEPE,29.244969,41.014755
Kultur Merkezi,KulturMerkezi,012-Sancaktepe Eyup Sultan Kultur Merkezi,SANCAKTEPE,29.231847,40.978859
Kultur Merkezi,KulturMerkezi,012-Sariyer Kultur Merkezi,SARIYER,29.052068,41.124414
Kultur Merkezi,KulturMerkezi,012-Necmettin Erbakan Kultur Merkezi,SULTANBEYLİ,29.258629,40.970989
Kultur Merkezi,KulturMerkezi,KULTUR AS-Genel Mudurluk,ZEYTİNBURNU,28.921655,41.022063
Kultur Merkezi,KulturMerkezi,013-Umraniye Sehir Tiyatrolari,ÜMRANİYE,29.105037,41.025556
Kultur Merkezi,KulturMerkezi,012-Sehit Kaymakam Muhammed Fatih Safiturk Kultur Merkezi,ÜMRANİYE,29.105734,41.017041
Kultur Merkezi,KulturMerkezi,013-Kerem Yilmazer Sahnesi,ÜSKÜDAR,29.023764,41.017019
Kultur Merkezi,KulturMerkezi,012-Sile Kultur Merkezi,ŞİLE,29.615414,41.17239
Kultur Merkezi,KulturMerkezi,011-Sisli CRR Konser Salonu,ŞİŞLİ,28.990258,41.048207
Kultur Merkezi,KulturMerkezi,011-Harbiye Cemil Topuzlu Acik Hava Sahnesi,ŞİŞLİ,28.990026,41.046045
Kutuphane,Kutuphane,014-Rasim Ozden Oren Kutuphanesi,BAŞAKŞEHİR,28.785541,41.104436
Kutuphane,Kutuphane,014-Haci Bektasi Veli Kutuphanesi,SULTANGAZİ,28.876527,41.098069
Otobus Duragi,Durak,038-Beylikduzu Otobus Duragi,BEYLİKDÜZÜ,28.657735,41.008841
Otobus Duragi,Durak,038-Bostanci Koprusu Otobus Duragi,KADIKÖY,29.1044,40.96544
Otobus Duragi,Durak,038-Zeytinburnu Otobus Duragi,ZEYTİNBURNU,28.890811,41.002993
Sosyal Tesis,Sosyal,024-Deniz Koskleri Sosyal Tesisleri,AVCILAR,28.74292,40.973972
Sosyal Tesis,Sosyal,024-Cihangir Sosyal Tesisleri,BEYOĞLU,28.982257,41.028379
Sosyal Tesis,Sosyal,024-Kucukcekmece Sosyal Tesisleri,KÜÇÜKÇEKMECE,28.765303,40.9999
Sosyal Tesis,Sosyal,024-Safa Tepesi Sosyal Tesisleri,SANCAKTEPE,29.254914,41.013775
Sosyal Tesis,Sosyal,024-Cirpici 1453 Sosyal Tesisleri,ZEYTİNBURNU,28.891461,41.000342
Sosyal Tesis,Sosyal,024-Camlica Sosyal Tesisleri,ÜSKÜDAR,29.069071,41.027853
Sosyal Tesis,Sosyal,024-Fethipasa Sosyal Tesisleri,ÜSKÜDAR,29.026143,41.032534
Spor Tesisi,Spor,025-Bahcelievler Spor Kompleksi,BAHÇELİEVLER,28.880413,41.002171
Spor Tesisi,Spor,025-Atakoy Sinan Erdem Spor Salonu,BAKIRKÖY,28.853506,40.988493
Spor Tesisi,Spor,025-Hidayet Turkoglu Spor Tesisi,BAYRAMPAŞA,28.884133,41.065358
Spor Tesisi,Spor,025-Beykoz Spor Kompleksi,BEYKOZ,29.100534,41.125255
Spor Tesisi,Spor,025-Edirnekapi Spor Tesisi,EYÜPSULTAN,28.936885,41.032583
Spor Tesisi,Spor,025-Halkali Yuzme Havuzu,KÜÇÜKÇEKMECE,28.799341,41.044949
Spor Tesisi,Spor,025-Tarabya Metin Oktay Spor Tesisi,SARIYER,29.049423,41.128394
Spor Tesisi,Spor,025-Cebeci Spor Kompleksi,SULTANGAZİ,28.876316,41.107116
Spor Tesisi,Spor,025-Hamza Yerlikaya Spor Kompleksi,SULTANGAZİ,28.870156,41.08674
Spor Tesisi,Spor,025-Cirpici Spor Tesisi,ZEYTİNBURNU,28.891048,40.999572
Spor Tesisi,Spor,025-Sile Spor Kompleksi,ŞİLE,29.588511,41.155046
Turistik Mekan,Turistik,015-Asiyan Muzesi,BEŞİKTAŞ,29.053861,41.082512
Turistik Mekan,Turistik,056-Pierre Loti Tepesi,EYÜPSULTAN,28.932578,41.053734
Turistik Mekan,Turistik,056-BELTUR Miniaturk Kafe,SARIYER,28.948646,41.058578
Turistik Mekan,Turistik,015-Sisli Ataturk Muzesi,ŞİŞLİ,28.987136,41.056428
Yesil Alan,Koru,030-Beykoz Hidiv Kasri Korusu,BEYKOZ,29.073978,41.104805
Yesil Alan,Koru,030-Yildiz Korusu,BEŞİKTAŞ,29.015456,41.049054
Yesil Alan,Park,031-Bakirkoy Baruthane Millet Bahcesi,BAKIRKÖY,28.858946,40.975509
Yesil Alan,Park,031-Gurpinar Piri Reis Parki,BEYLİKDÜZÜ,28.59777,40.992707
Yesil Alan,Park,031-Karakoy Sahil Parki,BEYOĞLU,28.969007,41.023967
Yesil Alan,Park,031-Fatih Kumkapi Sahil Parki,FATİH,28.925951,40.990482
Yesil Alan,Park,031-Fatih Uluslararasi Baris Parki,FATİH,28.919307,40.988982
Yesil Alan,Park,031-Yenikapi Sehir Parki,FATİH,28.964481,41.002676
Yesil Alan,Park,031-Cadde Bostan Dalyan Parki,KADIKÖY,29.053326,40.967629
Yesil Alan,Park,031-Kartal Cecenistan Parki,KARTAL,29.187151,40.888024
Yesil Alan,Park,031-Halkali Camlik Parki,KÜÇÜKÇEKMECE,28.790541,41.031728
Yesil Alan,Park,031-Halkali Nurettin Sen Parki,KÜÇÜKÇEKMECE,28.783597,41.035524
Yesil Alan,Park,031-Kucukcekmece Bezirganbahce Parki,KÜÇÜKÇEKMECE,28.77561,41.029331
Yesil Alan,Park,031-Kucukcekmece Tastepe Ataturk Parki,KÜÇÜKÇEKMECE,28.772177,41.022156
Yesil Alan,Park,031-Maltepe Orhangazi Sehir Parki,MALTEPE,29.121198,40.924531
Yesil Alan,Park,031-Maltepe Pendik Sahil Seridi,MALTEPE,29.256022,40.868536
Yesil Alan,Park,031-Kurtkoy Dedepasa Parki,PENDİK,29.311377,40.938979
Yesil Alan,Park,031-Pendik Meydan Parki,PENDİK,29.23499,40.875823
Yesil Alan,Park,031-Safa Tepesi Park ve Bahceler Parki,SANCAKTEPE,29.254897,41.012137
Yesil Alan,Park,031-Sancaktepe Trafik Egitim Parki,SANCAKTEPE,29.237764,40.995229
Yesil Alan,Park,031-Caglayan Abide-i Hurriyet Parki,SARIYER,28.981998,41.068341
Yesil Alan,Park,031-Sariyer Haciosman Ataturk Kent Ormani,SARIYER,29.03309,41.134178
Yesil Alan,Park,031-Topkapi Trafik Egitim Parki,ZEYTİNBURNU,28.922887,41.021059
Yesil Alan,Park,031-Umraniye Millet Bahcesi,ÜMRANİYE,29.118248,41.040737
Yesil Alan,Park,031-Uskudar Cengelkoy Havuzbasi Parki,ÜSKÜDAR,29.05374,41.046596
Yesil Alan,ParkBahceler,032-Yildiz Korusu Park ve Bahceler,BEŞİKTAŞ,29.015585,41.046605
Yesil Alan,ParkBahceler,032-Eminonu Park ve Bahceler,FATİH,28.98077,41.014188
Yesil Alan,ParkBahceler,032-Kagithane Park ve Bahceler,KAĞITHANE,28.955561,41.065596
Yesil Alan,ParkBahceler,032-Safa Tepesi Park ve Bahceler,SANCAKTEPE,29.254707,41.012189
Yesil Alan,ParkBahceler,032-Cirpici Park ve Bahceler,ZEYTİNBURNU,28.887425,41.001016
Diger,AnadoluMeydan,018-Kartal Meydan,KARTAL,29.189346,40.88982
Diger,AnadoluMeydan,018-Pendik Marmara Hastane Onu,PENDİK,29.261779,40.886947
Diger,AnadoluMeydan,018-Sultanbeyli Meydan,SULTANBEYLİ,29.266654,40.96714
Diger,AnadoluMeydan,018-Cekmekoy Meydan,ÇEKMEKÖY,29.190271,41.014079
Diger,AnadoluMeydan,018-Uskudar Meydan,ÜSKÜDAR,29.014881,41.027275
Diger,AvrupaMeydan,018-Florya Sahil,BAKIRKÖY,28.80068,40.963136
Diger,AvrupaMeydan,018-Taksim Meydan,BEYOĞLU,28.985666,41.037058
Diger,AvrupaMeydan,018-Edirnekapi Sehitlik,EYÜPSULTAN,28.92817,41.033684
Diger,AvrupaMeydan,018-Aksaray Meydan,FATİH,28.949292,41.011242
Diger,AvrupaMeydan,018-Gaziosmanpasa Meydan,GAZİOSMANPAŞA,28.913608,41.058146
Diger,AvrupaMeydan,018-Kucukcekmece Etkinlik Alani,KÜÇÜKÇEKMECE,28.793358,41.008056
Diger,AvrupaMeydan,018-Kucukcekmece Meydan,KÜÇÜKÇEKMECE,28.77166,40.990604
Diger,AvrupaMeydan,018-Mecidiyekoy Meydan,ŞİŞLİ,28.992465,41.064094
Diger,Arge,066-Deneyap Ali Emiri Kultur Merkezi,FATİH,28.939853,41.019603
Diger,Arge,066-Deneyap Erdem Beyazit Kultur Merkezi,GÜNGÖREN,28.877215,41.028642
Diger,Arge,066-Deneyap Idris Gulluce Kultur Merkezi,TUZLA,29.302613,40.849826
Diger,Cadde,017-Sirinevler Mahmutbey Caddesi,BAHÇELİEVLER,28.842888,40.994098
Diger,Cadde,017-Levent Akasyali Sokak,BEŞİKTAŞ,29.009866,41.087364
Diger,Cadde,017-Zeytinburnu 29.Sokak,ZEYTİNBURNU,28.896656,40.985878
Diger,Garaj,IETT Garaj-Edirnekapi-Cam,FATİH,28.554263,41.014308
Diger,Garaj,IETT Garaj-Hasanpasa-In,KADIKÖY,29.023146,40.594177
Diger,Garaj,IETT Garaj-Hasanpasa-Out,KADIKÖY,29.023146,40.594177
Diger,Garaj,IETT Garaj-Kagithane-Out,KAĞITHANE,28.573054,41.03566
Diger,Garaj,IETT Garaj-Ikitelli-Out,KÜÇÜKÇEKMECE,28.472931,41.0331
Diger,Kamp,029-Marmaracik Yaz Kampi,SARIYER,29.090822,41.243239
Diger,Otel,023-Florya Gunes Otel,BAKIRKÖY,28.788649,40.971917
Diger,Peron,IETT Peron-Yenibosna-Out,BAHÇELİEVLER,28.501286,40.595614
Diger,Peron,IETT Peron-Kayabasi,BAŞAKŞEHİR,28.445424,41.064146
Diger,Peron,IETT Peron-Levent,BEŞİKTAŞ,29.003277,41.052214
Diger,Peron,IETT Peron-Eminonu-Mesh,FATİH,28.581074,41.010892
Diger,Peron,IETT Peron-Pendik,PENDİK,29.143841,40.522655
Diger,Peron,IETT Peron-Yenidogan_Out,SANCAKTEPE,29.151563,41.001865
Diger,Peron,IETT Peron-Sultanbeyli,SULTANBEYLİ,29.175156,40.561725
